0	1,15,52,72,79,119,129,149,150,164,216,227,289,311,316,317,327,350,382,397,462,471,
1	11,23,42,53,94,121,177,186,226,242,252,298,318,346,395,399,400,425,440,451,454,490,
2	8,33,34,37,55,82,101,124,142,163,178,184,190,229,245,278,291,300,353,375,428,505,
3	46,70,82,95,107,114,221,223,245,250,296,343,347,349,358,415,421,449,470,496,499,500,
4	7,58,66,69,152,163,186,233,245,270,306,312,315,333,341,392,393,422,486,488,514,519,
5	77,79,90,99,153,175,179,222,247,261,262,314,337,349,433,437,456,469,490,496,497,503,
6	12,38,39,106,128,135,136,138,147,185,189,253,289,300,301,373,374,384,446,458,519,520,
7	3,38,59,86,100,103,111,133,145,146,194,204,210,241,254,292,342,372,420,476,482,494,
8	24,26,75,103,121,142,180,188,256,258,273,297,314,396,409,419,421,429,447,501,512,520,
9	14,28,51,133,140,143,147,155,159,160,223,246,255,266,276,307,354,425,429,461,480,504,
10	47,49,88,146,215,274,287,289,294,297,309,323,353,355,373,412,444,453,461,498,500,508,
11	39,134,146,162,266,269,272,287,289,291,305,336,349,403,413,441,445,451,467,502,506,513,
12	23,55,57,73,125,129,137,188,190,208,226,255,292,301,315,374,379,399,426,461,479,490,
13	3,5,70,170,188,221,231,242,283,293,313,324,328,371,378,392,411,427,465,493,506,517,
14	40,53,72,74,102,124,144,149,180,236,238,245,257,278,296,318,352,370,405,458,481,485,
15	21,69,78,98,119,125,130,131,139,148,170,179,216,229,243,286,327,355,372,451,487,496,
16	21,28,38,63,105,135,144,151,157,161,171,209,210,221,246,284,320,337,387,418,466,497,
17	39,74,86,95,100,130,156,161,185,199,204,229,235,290,296,318,330,396,441,453,500,514,
18	0,5,16,17,35,36,38,44,86,90,149,189,235,277,336,368,405,435,466,493,496,507,
19	64,69,82,101,102,139,142,146,150,157,221,242,261,266,303,318,333,343,405,425,451,475,
20	17,29,51,76,97,121,163,210,211,212,261,312,412,437,472,475,484,487,492,512,518,522,
21	0,2,85,176,188,211,217,240,259,293,306,320,338,341,358,359,376,434,452,502,504,505,
22	19,57,92,133,140,157,185,243,292,298,319,366,371,390,400,407,409,432,453,502,504,509,
23	3,22,31,92,120,139,172,179,200,274,288,292,301,322,347,353,357,384,391,417,430,505,
24	84,90,154,157,212,214,221,235,259,288,314,337,344,346,389,414,417,443,454,468,470,488,
25	44,67,69,100,115,118,126,132,140,190,221,249,322,330,348,364,382,412,423,457,487,489,
26	5,19,26,56,65,98,108,114,159,163,186,210,341,347,354,382,388,406,408,417,443,475,
27	0,11,29,46,53,78,146,148,202,220,250,270,282,337,416,421,440,444,454,466,474,483,
28	4,63,77,81,86,98,102,148,189,198,206,244,247,288,318,346,412,462,465,486,488,499,
29	23,100,106,124,146,148,181,236,240,279,302,319,347,355,370,379,409,411,435,437,442,499,
30	4,12,38,62,70,71,110,117,145,151,205,214,301,319,325,328,378,430,457,460,468,499,
31	52,82,93,103,164,189,199,203,209,256,276,284,290,316,321,324,351,353,357,378,392,450,
32	31,53,56,80,99,145,166,187,282,295,322,347,353,374,392,415,452,469,473,476,477,496,
33	35,48,52,60,80,91,105,115,118,146,156,164,201,251,254,283,291,367,384,392,394,415,
34	10,18,32,44,49,83,86,88,90,120,164,166,211,241,350,358,375,380,483,497,509,517,
35	24,30,75,78,81,123,167,173,197,244,288,358,375,427,448,456,473,484,489,498,513,516,
36	6,22,41,86,92,105,149,155,162,171,198,242,243,304,306,341,353,359,360,400,440,441,
37	3,8,26,59,71,114,116,144,163,185,186,260,293,323,340,360,402,442,452,455,458,497,
38	13,41,65,133,143,158,202,214,247,251,348,350,357,360,387,397,410,423,466,492,503,507,
39	18,64,90,98,113,153,160,163,175,225,237,369,389,403,408,412,421,437,440,442,475,511,
40	55,89,119,142,158,167,182,193,197,227,229,232,241,328,374,379,382,387,398,437,451,507,
41	16,45,47,61,79,105,133,165,210,221,258,278,293,304,362,368,373,377,398,433,455,514,
42	31,53,63,79,82,155,197,246,271,279,307,316,325,333,377,394,466,484,500,507,511,522,
43	0,54,79,86,91,92,123,143,147,173,178,207,224,269,280,299,399,406,414,432,444,450,
44	18,19,80,81,95,128,150,153,186,233,254,279,282,322,344,363,392,409,433,434,447,509,
45	1,11,12,53,73,82,100,103,143,161,173,181,233,243,261,263,267,356,377,408,432,491,
46	16,50,81,121,142,144,146,183,215,250,257,258,298,310,328,353,375,418,425,434,447,454,
47	70,75,79,92,94,113,135,145,254,307,360,369,373,402,410,416,435,436,479,480,506,521,
48	10,63,89,91,101,114,142,175,183,248,276,301,306,310,326,351,398,407,418,467,488,496,
49	10,114,136,143,159,264,268,337,348,358,365,372,388,393,396,404,423,475,485,498,511,515,
50	63,123,136,137,179,202,217,227,250,267,283,290,340,341,344,363,383,405,431,476,503,518,
51	11,40,75,96,99,127,167,211,214,228,231,260,289,328,359,365,416,432,461,499,502,507,
52	12,35,96,110,111,139,178,193,269,322,350,375,419,422,443,469,479,484,487,493,507,519,
53	1,27,32,51,55,58,92,105,169,202,243,272,318,320,357,373,380,382,407,438,441,521,
