0	2,56,73,99,160,172,184,202,237,239,253,259,312,337,341,373,390,455,519,539,544,552,603,615,695,717,720,747,
1	20,30,36,71,89,105,129,142,160,175,205,228,278,318,327,346,353,388,401,418,435,485,518,642,643,687,718,766,
2	4,32,48,49,52,126,135,169,180,203,254,280,304,305,336,368,376,397,459,509,512,539,573,594,612,694,748,763,
3	18,62,85,106,109,115,118,124,266,307,313,317,350,353,402,430,541,545,574,593,615,623,648,707,731,748,752,759,
4	29,62,98,113,162,184,232,239,241,257,272,313,314,366,391,438,446,456,458,488,546,604,620,682,710,712,733,789,
5	25,34,60,65,134,135,193,217,273,337,354,370,396,406,420,446,447,529,558,591,614,679,700,718,720,736,746,777,
6	20,21,27,72,103,135,159,214,252,277,278,341,385,399,410,438,468,491,501,530,608,631,660,662,698,711,717,780,
7	28,51,99,105,148,229,277,283,286,307,331,358,360,475,496,529,543,547,567,599,626,631,633,659,661,678,745,790,
8	19,28,53,59,90,164,170,240,247,251,335,368,379,381,410,411,453,455,461,467,515,551,599,679,716,756,761,792,
9	28,61,69,141,208,226,227,237,295,340,347,372,393,406,407,433,487,525,583,585,623,627,672,685,729,759,766,769,
10	35,116,177,197,200,242,245,262,280,312,353,359,391,398,404,428,439,485,536,542,557,565,593,597,614,652,660,783,
11	15,24,52,144,154,163,182,221,294,307,334,349,364,378,428,463,480,509,512,513,522,524,530,563,657,670,703,751,
12	40,88,173,181,205,264,269,319,345,368,403,405,408,445,458,472,489,536,598,627,629,649,689,697,705,744,762,781,
13	50,79,85,100,124,156,249,264,311,322,359,390,399,529,540,541,543,546,585,600,606,632,654,661,721,759,766,777,
14	10,36,50,176,250,251,294,383,416,446,459,460,474,485,494,514,519,553,597,600,631,672,687,697,719,728,735,742,
15	5,70,78,112,150,177,225,231,255,266,314,366,388,420,422,507,532,609,616,651,665,668,673,698,703,715,737,744,
16	20,25,35,72,85,110,137,196,202,203,255,277,290,295,313,392,393,398,407,472,508,520,540,543,576,590,653,662,
